Id2,Geography,Total; Estimate; Households,Total; Estimate; Population 18 to 24 years,Gross Rent,Housing Units,Pop,Total for all sectors,Year,"Agriculture, forestry, fishing and hunting_norm","Mining, quarrying, and oil and gas extraction_norm",Utilities_norm,Construction_norm,Manufacturing_norm,Wholesale trade_norm,Retail trade_norm,Transportation and warehousing_norm,Information_norm,Finance and insurance_norm,Real estate and rental and leasing_norm,"Professional, scientific, and technical services_norm",Management of companies and enterprises_norm,Administrative and support and waste management and remediation services_norm,Educational services_norm,Health care and social assistance_norm,"Arts, entertainment, and recreation_norm",Accommodation and food services_norm,Other services (except public administration)_norm,Industries not classified_norm,Pop norm travel time,Est_%_change
31700,"Manchester-Nashua, NH Metro Area",155036,35808,53375,166802,403985,10764,2013,0.001579339,0.000650316,0.00204385,0.101263471,0.049702713,0.054162022,0.148272018,0.019788183,0.023968785,0.05490524,0.035117057,0.121980676,0.006410256,0.063359346,0.016722408,0.10572278,0.014585656,0.082125604,0.096804162,0.00083612,12.98503657,0.0058873
31740,"Manhattan, KS Metro Area",35044,27329,16975,38294,98085,2129,2013,0.001409112,0.001409112,0.00234852,0.10803194,0.028182245,0.030061062,0.161108502,0.021136684,0.015030531,0.070455613,0.063410052,0.100516674,0.006575857,0.041803664,0.014560827,0.104744011,0.009863786,0.100986379,0.117426022,0.000939408,7.686802263,0.015744275
31860,"Mankato-North Mankato, MN Metro Area",37358,18327,12065,39787,98560,2561,2013,0.005857087,0.001171417,0.003514252,0.115189379,0.053104256,0.051151894,0.153455681,0.039828192,0.014837954,0.068723155,0.03943772,0.074970715,0.006638032,0.040218665,0.012104647,0.116360797,0.018352206,0.080046857,0.103475205,0.00156189,8.476308847,-0.006979449
31900,"Mansfield, OH Metro Area",47847,10867,15953,54173,121773,2639,2013,0.000757863,0.000757863,0.002273588,0.080712391,0.06441834,0.046229632,0.161045851,0.025009473,0.015915119,0.070860174,0.038272073,0.071618037,0.004547177,0.046987495,0.007199697,0.123910572,0.017809776,0.089806745,0.130352406,0.001515726,8.152833551,0.001138088
32580,"McAllen-Edinburg-Mission, TX Metro Area",223367,90320,72862,256758,815996,11678,2013,0.002568933,0.006936119,0.001370098,0.050950505,0.022949135,0.079722555,0.193355027,0.04435691,0.011474568,0.073471485,0.043928755,0.078951875,0.003767768,0.031769139,0.010789519,0.180167837,0.008991266,0.085288577,0.068162357,0.001027573,7.442358786,0.014507862
32780,"Medford, OR Metro Area",82983,17338,30886,91138,208545,5861,2013,0.015867599,0.001535574,0.001876813,0.111073196,0.051527043,0.040607405,0.145879543,0.031564579,0.017403174,0.055792527,0.053745095,0.087698345,0.005801058,0.05238014,0.014843883,0.118068589,0.016038219,0.102371609,0.073878178,0.002047432,7.347095351,0.013487809
32820,"Memphis, TN-MS-AR Metro Area",492311,134130,195349,560986,1343850,25188,2013,0.001627759,0.000317612,0.001151342,0.063363506,0.032237573,0.064594251,0.16456249,0.049944418,0.014332222,0.073209465,0.045021439,0.082539304,0.020962363,0.056177545,0.011791329,0.117357472,0.0109973,0.089248849,0.099610926,0.000952835,10.43648473,0.000516385
32900,"Merced, CA Metro Area",77651,31264,37001,83842,263228,2852,2013,0.020336606,0.001051893,0.003856942,0.082398317,0.0371669,0.041725105,0.18828892,0.049088359,0.010168303,0.053646564,0.051893408,0.04943899,0.002454418,0.042075736,0.007363254,0.149018233,0.011921459,0.107293128,0.087657784,0.00315568,8.937233121,-0.000700771
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2032438,520196,799302,2476266,5828191,180470,2013,0.00106943,0.000293678,0.00081454,0.06626032,0.024125894,0.089643708,0.128852441,0.03155095,0.01646257,0.059804954,0.06116252,0.165224137,0.004676678,0.061168061,0.013215493,0.115171497,0.015182579,0.064548124,0.079830443,0.000941985,11.93529004,Nan
33140,"Michigan City-La Porte, IN Metro Area",42746,8878,12497,48628,111281,2299,2013,0.00260983,0.000434972,0.004349717,0.087429317,0.072205307,0.052631579,0.196172249,0.028708134,0.01261418,0.04784689,0.036102653,0.066550674,0.003914746,0.049586777,0.006524576,0.09830361,0.014789039,0.103088299,0.115267508,0.000869943,9.016004529,-0.02045164
33220,"Midland, MI Metro Area",33858,7934,8221,36033,83919,1747,2013,0.00171723,0.00057241,0.002862049,0.100744133,0.03663423,0.032627361,0.178591872,0.013737836,0.033772181,0.056096165,0.030337722,0.088151116,0.007441328,0.049799657,0.010303377,0.131654264,0.016027476,0.084144247,0.119633658,0.005151689,8.277326946,Nan
33260,"Midland, TX Metro Area",54082,15999,19881,57962,155723,5076,2013,0.000985028,0.152088258,0.00394011,0.084515366,0.026398739,0.061662727,0.103427896,0.048857368,0.010441292,0.068360914,0.054373522,0.098896769,0.007880221,0.041765169,0.00748621,0.07998424,0.009456265,0.062450749,0.075650118,0.001379039,10.06097365,0.022150624
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",622962,147232,245897,669901,1569659,37718,2013,0.000742351,0.000503738,0.001219577,0.078742245,0.06408081,0.062039345,0.125139191,0.027095816,0.014793998,0.071000583,0.035500292,0.100959754,0.010737579,0.062251445,0.015774962,0.126438305,0.016252187,0.085635506,0.099846227,0.001246089,10.91663221,-0.000265055
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1332110,305731,406598,1406054,3459146,92724,2013,0.001283379,0.000614728,0.001434364,0.099510375,0.049480178,0.061666882,0.114220698,0.02469695,0.018129071,0.063284587,0.050731202,0.143242311,0.01040723,0.055983348,0.015756438,0.103112463,0.017676114,0.072192744,0.095228851,0.001348087,12.52201699,0.007333051
33540,"Missoula, MT Metro Area",45820,17650,19711,50756,111807,4177,2013,0.01220972,0.001675844,0.00191525,0.104141729,0.025377065,0.041656691,0.136461575,0.030883409,0.017237252,0.059851568,0.049317692,0.12520948,0.004788125,0.053866411,0.015800814,0.117069667,0.027531721,0.085468039,0.088580321,0.000957625,8.063493341,0.009912959
33660,"Mobile, AL Metro Area",148025,40992,49940,180503,414079,8567,2013,0.004785806,0.002101086,0.004202171,0.07447181,0.037702813,0.067701646,0.16867048,0.036535543,0.015174507,0.075405626,0.046457336,0.09840084,0.009221431,0.052760593,0.012489786,0.088479048,0.011089063,0.07949107,0.113808801,0.001050543,9.300507874,-0.002212905
33700,"Modesto, CA Metro Area",167411,54640,72737,179705,525491,8516,2013,0.006810709,0.000352278,0.00058713,0.096289338,0.046383279,0.052489432,0.164279004,0.03393612,0.010685768,0.060591827,0.053193988,0.076561766,0.005401597,0.043447628,0.011272898,0.129520902,0.01092062,0.09652419,0.097228746,0.003522781,10.10902185,0.012965386
33740,"Monroe, LA Metro Area",65989,19232,24266,77425,178565,4507,2013,0.007987575,0.006434435,0.005768804,0.08431329,0.029509652,0.047481695,0.164189039,0.025959618,0.016862658,0.081207011,0.043266031,0.102507211,0.005103173,0.050587974,0.009984469,0.143998225,0.011315731,0.068781895,0.094075882,0.000665631,8.039425419,-0.014001313
33780,"Monroe, MI Metro Area",58479,13429,12464,63191,150376,2303,2013,0.001736865,0.002171081,0.00347373,0.094224924,0.055579679,0.042987408,0.160660009,0.036039948,0.009986974,0.062092922,0.032132002,0.06122449,0.005210595,0.056882327,0.010855406,0.121146331,0.023013461,0.111159357,0.10855406,0.000868432,10.39205059,-0.00988822
33860,"Montgomery, AL Metro Area",141137,38956,50728,163463,376066,7583,2013,0.00435184,0.001186865,0.005406831,0.074113148,0.034946591,0.054068311,0.171304233,0.021363576,0.016616115,0.073453778,0.040089674,0.101279177,0.006329949,0.045892127,0.010286166,0.115389687,0.010945536,0.089938019,0.120796519,0.002241857,9.098987944,-0.003940628
34060,"Morgantown, WV Metro Area",50295,28050,17737,59173,136133,2782,2013,0.006470165,0.011143063,0.005751258,0.100647017,0.028037383,0.028396837,0.16930266,0.035585909,0.018332135,0.051042416,0.055715313,0.086628325,0.006110712,0.042415528,0.008626887,0.109273904,0.023005032,0.11682243,0.095974119,0.000718907,10.26540222,0.013848397
34580,"Mount Vernon-Anacortes, WA Metro Area",45234,10155,14498,51542,118837,3351,2013,0.014920919,0.002387347,0.002387347,0.12354521,0.052820054,0.037302298,0.159355416,0.034019696,0.011638317,0.05341689,0.048343778,0.083557147,0.002088929,0.042972247,0.012533572,0.099074903,0.016114593,0.100268577,0.101163832,0.002088929,9.758745172,0.006004203
34740,"Muskegon, MI Metro Area",65559,15279,16894,73050,171008,3134,2013,0.001276324,0.000638162,0.001914486,0.076898532,0.080408424,0.040842374,0.173261008,0.025526484,0.020421187,0.057115507,0.026802808,0.069559668,0.007338864,0.039885131,0.009891512,0.115507339,0.020740268,0.108168475,0.12188896,0.001914486,8.145466879,Nan
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",162547,31964,47309,268903,404951,10513,2013,0.002473129,0.000380481,0.001331685,0.105678684,0.019594787,0.03205555,0.19480643,0.015980215,0.011033958,0.054123466,0.070293922,0.082659564,0.004090174,0.060020926,0.008180348,0.083040046,0.027870256,0.143346333,0.082659564,0.000380481,9.037352667,Nan
34940,"Naples-Immokalee-Marco Island, FL Metro Area",130614,23489,37894,200285,339642,10622,2013,0.001318019,0.000753154,0.001129731,0.121351911,0.01826398,0.034080211,0.135473545,0.019205423,0.011014875,0.057710412,0.089531162,0.131425344,0.003295048,0.082282056,0.009226134,0.095368104,0.020241009,0.073432499,0.093767652,0.001129731,8.877877294,Nan
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",662187,172345,227161,718572,1757424,39849,2013,0.000777937,0.000853221,0.0009536,0.073828703,0.036312078,0.054204622,0.150267259,0.025671911,0.025170017,0.07365304,0.045095235,0.096589626,0.012145851,0.058596201,0.013250019,0.109689076,0.029285553,0.091495395,0.100579688,0.001580968,12.22911489,0.01242378
35100,"New Bern, NC Metro Area",48962,15443,17133,58178,128853,2551,2013,0.0125441,0.001960016,0.002352019,0.101136809,0.031360251,0.03998432,0.180713446,0.031360251,0.011760094,0.051744414,0.042728342,0.09368875,0.003136025,0.049392395,0.011760094,0.116032928,0.016856135,0.090552724,0.109368875,0.001568013,9.773617999,Nan
35300,"New Haven-Milford, CT Metro Area",321048,87077,122687,361452,862287,19431,2013,0.000669034,0.000720498,0.001389532,0.086562709,0.058566209,0.053882971,0.149040194,0.018372703,0.017034635,0.051670012,0.033554629,0.09896557,0.005763985,0.05115537,0.016108281,0.125315218,0.01399825,0.103237095,0.113221141,0.000771962,10.85814816,0.003667355
35380,"New Orleans-Metairie, LA Metro Area",479366,113394,187753,550584,1240977,29794,2013,0.001711754,0.005739411,0.003423508,0.074947976,0.02470296,0.05407129,0.148654091,0.036148218,0.013660469,0.067899577,0.042021884,0.131603679,0.007316909,0.052628046,0.014466,0.108813855,0.015472914,0.111633215,0.08397664,0.001107606,11.43307652,Nan
35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",7080691,1868448,3425345,7822053,19949502,564394,2013,0.000687463,0.000216161,0.001038282,0.083299964,0.028074359,0.067155214,0.139624092,0.026022601,0.020467971,0.05276633,0.059399994,0.125791557,0.005524509,0.052176317,0.016031354,0.108071666,0.02023232,0.087998809,0.103835264,0.001585772,15.80191601,Nan
35660,"Niles-Benton Harbor, MI Metro Area",59239,13557,17596,76540,155252,3610,2013,0.001108033,0.00166205,0.0033241,0.087811634,0.077562327,0.04432133,0.160110803,0.021883657,0.012465374,0.061772853,0.039889197,0.080055402,0.009695291,0.051523546,0.007202216,0.106094183,0.018282548,0.102770083,0.111911357,0.000554017,7.832556102,-0.007969222
35840,"North Port-Sarasota-Bradenton, FL Metro Area",302518,51132,82154,404062,732535,20830,2013,0.001392223,0.000528084,0.001392223,0.115026404,0.028420547,0.043014882,0.139078253,0.014978397,0.012241959,0.062650024,0.064666347,0.130628901,0.005424868,0.07681229,0.011473836,0.114402304,0.016322612,0.069899184,0.090494479,0.001152184,8.383524337,Nan
35980,"Norwich-New London, CT Metro Area",106886,28357,36153,120834,274150,5698,2013,0.002281502,0.001053001,0.001930502,0.091962092,0.03018603,0.031063531,0.178308178,0.016672517,0.016146016,0.047911548,0.035100035,0.095647596,0.003159003,0.052474552,0.015268515,0.127939628,0.022288522,0.122323622,0.107230607,0.001053001,11.30545322,-0.001402033
36100,"Ocala, FL Metro Area",133098,24810,34399,162442,337362,6787,2013,0.007514366,0.001620746,0.002062767,0.111389421,0.026521291,0.047885664,0.171357006,0.033151613,0.010755857,0.057020775,0.049948431,0.097539414,0.003536172,0.066450567,0.007367025,0.129070281,0.012671283,0.067776632,0.095329306,0.001031384,7.670766121,0.010571769
36140,"Ocean City, NJ Metro Area",38210,7835,7922,98680,95897,3806,2013,0.003678403,0.001050972,0.000788229,0.10903836,0.01812927,0.019180242,0.176563321,0.013925381,0.011297951,0.034419338,0.053336837,0.057540725,0.001839201,0.049658434,0.007094062,0.07094062,0.037046768,0.237519706,0.095375723,0.001576458,10.2153352,-0.001573977
36220,"Odessa, TX Metro Area",51962,16573,18297,55034,149378,3582,2013,0.000279174,0.067839196,0.002233389,0.08040201,0.068676717,0.096873255,0.130653266,0.061976549,0.006420994,0.061139028,0.052205472,0.066164154,0.006700168,0.034617532,0.005304299,0.081239531,0.010050251,0.07426019,0.092127303,0.000837521,9.790196682,0.022844089
36260,"Ogden-Clearfield, UT Metro Area",195180,58649,49765,209368,621853,12723,2013,0.001257565,0.001571956,0.001964945,0.132673112,0.04747308,0.042835809,0.136995992,0.031203333,0.012497053,0.068144306,0.060991904,0.119861668,0.005266054,0.058869763,0.012968639,0.115774581,0.011789672,0.067358327,0.069716262,0.000785978,9.532325164,0.01841031
36420,"Oklahoma City, OK Metro Area",493315,139051,180438,549299,1319677,34197,2013,0.000701816,0.029213089,0.002222417,0.098195748,0.03023657,0.050998626,0.127964441,0.024505074,0.01479662,0.074041583,0.049536509,0.121940521,0.007339825,0.053454981,0.009883908,0.123314911,0.011053601,0.080621107,0.089042898,0.000935755,10.27196806,0.013725025
36500,"Olympia-Tumwater, WA Metro Area",99815,24311,36314,110401,262388,5840,2013,0.009075342,0.000856164,0.001883562,0.115753425,0.029109589,0.034589041,0.132876712,0.02140411,0.015239726,0.057020548,0.054109589,0.107363014,0.003253425,0.051369863,0.014041096,0.135616438,0.015068493,0.092808219,0.105821918,0.002739726,10.53207464,Nan
36540,"Omaha-Council Bluffs, NE-IA Metro Area",343054,81992,120901,369764,895999,22660,2013,0.001191527,0.000794351,0.001500441,0.115225066,0.028243601,0.059355693,0.119285084,0.034421889,0.017431598,0.080714916,0.046690203,0.104015887,0.009708738,0.061694616,0.011915269,0.107502207,0.016769638,0.085613416,0.097131509,0.000794351,10.03122213,0.011652306
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",780174,238875,306387,958298,2267846,57572,2013,0.000833739,0.000416869,0.001146391,0.092736052,0.022927812,0.053480859,0.143559369,0.025672202,0.01834225,0.059421246,0.066039047,0.139408046,0.008632669,0.073959564,0.01481623,0.099701244,0.016448968,0.079622038,0.082019037,0.000816369,11.84917098,0.018378646
36780,"Oshkosh-Neenah, WI Metro Area",68985,20506,25056,73795,169541,3489,2013,0.00114646,0.00057323,0.00057323,0.086271138,0.084838062,0.044998567,0.137002006,0.034967039,0.013184293,0.066781313,0.030381198,0.070220694,0.012611063,0.047578103,0.007451992,0.122957868,0.01862998,0.106620808,0.112066495,0.00114646,8.623577778,-0.010493477
36980,"Owensboro, KY Metro Area",45776,9583,13183,50064,117149,2557,2013,0.00117325,0.006257333,0.003910833,0.089558076,0.049276496,0.045756746,0.180289402,0.028940164,0.007039499,0.07821666,0.03441533,0.068439578,0.004693,0.037152914,0.017989832,0.136488072,0.013687916,0.078998827,0.116542824,0.00117325,8.153249281,-0.001171875
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",265788,84720,97654,282819,839620,20089,2013,0.004032057,0.002439146,0.002787595,0.094728458,0.043257504,0.055403455,0.129025835,0.018169147,0.021554084,0.068644532,0.051520733,0.132908557,0.005376076,0.053014087,0.012892628,0.128826721,0.01971228,0.080193141,0.074120165,0.001393798,11.43284462,0.010157389
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",218325,43948,62050,270641,550823,13084,2013,0.000611434,0.000611434,0.001375726,0.105548762,0.031335983,0.041118924,0.151712015,0.02071232,0.012610822,0.053424029,0.049831856,0.131611128,0.003439315,0.070085601,0.013145827,0.11762458,0.013451544,0.082696423,0.097982268,0.001070009,9.171684915,0.014656844
37460,"Panama City, FL Metro Area",69032,17263,26768,108420,191522,4655,2013,0.004081633,0.000644468,0.00236305,0.099462943,0.023845328,0.040601504,0.185177229,0.021482277,0.014607948,0.054564984,0.062298604,0.096025779,0.004081633,0.051772288,0.008807734,0.111278195,0.01783029,0.105048335,0.09538131,0.000644468,9.256978311,Nan
37620,"Parkersburg-Vienna, WV Metro Area",38799,7437,11004,43742,92519,2115,2013,0.00141844,0.008983452,0.002364066,0.070921986,0.029787234,0.042553191,0.185815603,0.023640662,0.017966903,0.057210402,0.040189125,0.075177305,0.005673759,0.043026005,0.009929078,0.131914894,0.022222222,0.10070922,0.129550827,0.000945626,9.24864082,Nan
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",172663,53484,60733,203897,466913,9050,2013,0.003425414,0.001546961,0.00441989,0.103977901,0.023977901,0.041436464,0.165745856,0.024751381,0.015248619,0.061546961,0.056243094,0.119226519,0.004861878,0.053701657,0.01281768,0.112044199,0.011491713,0.082320442,0.100110497,0.001104972,9.55259331,0.004551005
37900,"Peoria, IL Metro Area",152051,34346,46034,165005,382776,8522,2013,0.001877494,0.001290777,0.00246421,0.100563248,0.038605961,0.052687163,0.150668857,0.036493781,0.017014785,0.075451772,0.036611124,0.078620042,0.007392631,0.049870922,0.009856841,0.099624501,0.017132129,0.105491669,0.116991317,0.001290777,9.262218634,-0.00011733
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2218312,585372,734532,2438273,6034678,145040,2013,0.000903199,0.000413679,0.001316878,0.085369553,0.034335356,0.055557088,0.136865692,0.022035301,0.018139823,0.064244346,0.036086597,0.125282681,0.013327358,0.0591492,0.016002482,0.119022339,0.014616657,0.092402096,0.103998897,0.000930778,12.73320465,0.007565074
38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",1553429,421629,605268,1832488,4398762,89356,2013,0.001040781,0.001096737,0.001007207,0.080833968,0.033103541,0.053650566,0.124781772,0.0213416,0.016059358,0.077722817,0.064450065,0.13492099,0.008012892,0.06496486,0.01617127,0.127255025,0.012668427,0.082747661,0.076872286,0.001298178,10.48915581,Nan
38220,"Pine Bluff, AR Metro Area",35484,9210,11905,42088,96415,1607,2013,0.016179216,0.000622278,0.011200996,0.057249533,0.041692595,0.044803983,0.204729309,0.034225264,0.008711886,0.060983199,0.04293715,0.052893591,0.003733665,0.036092097,0.013067828,0.150591164,0.008089608,0.081518357,0.12881145,0.001866833,7.796141679,0.001246106
38300,"Pittsburgh, PA Metro Area",988106,211002,298479,1100717,2360867,59503,2013,0.000588206,0.004302304,0.002756164,0.08898711,0.041426483,0.051862931,0.139085424,0.023309749,0.017646169,0.059240711,0.033863839,0.099104247,0.009764214,0.050568879,0.012049813,0.136362872,0.016385728,0.091457574,0.120380485,0.0008571,11.90002656,0.004660037
38340,"Pittsfield, MA Metro Area",54963,12874,17620,68248,129585,3928,2013,0.003309572,0.001272912,0.00305499,0.12194501,0.038441955,0.029531568,0.175407332,0.014511202,0.018584521,0.043533605,0.026731161,0.086303462,0.004327902,0.053971487,0.015020367,0.107688391,0.029022403,0.133655804,0.092413442,0.001272912,9.297295212,-0.016032064
38860,"Portland-South Portland, ME Metro Area",213413,44566,64946,263958,519900,17245,2013,0.006320673,0.000579878,0.001739635,0.116787475,0.037460133,0.040765439,0.142939983,0.019020006,0.020295738,0.050217454,0.045752392,0.109596985,0.006030734,0.055900261,0.012235431,0.117251377,0.020063787,0.109017106,0.086691795,0.00133372,11.40442393,Nan
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",881822,196560,350420,935376,2315089,63998,2013,0.003953249,0.000750023,0.001468796,0.100003125,0.047501484,0.059501859,0.111737867,0.026438326,0.019391231,0.056392387,0.052720398,0.127410232,0.00896903,0.053423544,0.015734867,0.115941123,0.01537548,0.091518485,0.090096566,0.001671927,11.36699064,0.011858082
38940,"Port St. Lucie, FL Metro Area",165882,31914,49199,214956,438095,10203,2013,0.003136332,0.000784083,0.002352249,0.119082623,0.029109086,0.043712634,0.142409095,0.024012545,0.011271195,0.055179849,0.053807704,0.11849456,0.003430364,0.076840145,0.010879153,0.117416446,0.019210036,0.075468,0.092521807,0.000882094,9.63103893,0.016944085
39140,"Prescott, AZ Metro Area",91064,14611,30704,111703,215133,5548,2013,0.001802451,0.003424658,0.004866619,0.125270368,0.032083634,0.032624369,0.144196107,0.021268926,0.012256669,0.055155011,0.062184571,0.091023792,0.002883922,0.056777217,0.015501081,0.137887527,0.015320836,0.096070656,0.087959625,0.001441961,8.386300568,0.000902039
39300,"Providence-Warwick, RI-MA Metro Area",618975,173735,243734,691930,1604291,40556,2013,0.003452017,0.000567117,0.00152875,0.10841799,0.052125456,0.046602229,0.146414834,0.022931256,0.014745044,0.044925535,0.036147549,0.099270145,0.006065687,0.05777197,0.014251899,0.11490285,0.01910938,0.105409804,0.103905711,0.001454779,11.55320014,Nan
39340,"Provo-Orem, UT Metro Area",149549,93069,50377,157589,562338,11562,2013,0.001470334,0.001902785,0.001297353,0.119270022,0.044801937,0.039180073,0.139768206,0.020065733,0.024909185,0.063224356,0.062359453,0.150665975,0.005016433,0.060629649,0.020498184,0.109323646,0.016346653,0.061581041,0.056305138,0.001383844,8.217033172,0.032874754
39380,"Pueblo, CO Metro Area",62604,15059,22810,69721,161451,3036,2013,0.001317523,0.001646904,0.003623188,0.104413702,0.02997365,0.028326746,0.165678524,0.018774704,0.014492754,0.072793149,0.046113307,0.07312253,0.005928854,0.051054018,0.0085639,0.138998682,0.016139657,0.111660079,0.106060606,0.001317523,7.66712501,-0.015244891
39460,"Punta Gorda, FL Metro Area",69035,10044,14761,100681,164736,3692,2013,0.000270856,0.000812568,0.003250271,0.140303359,0.01652221,0.028981582,0.155200433,0.01652221,0.01056338,0.059046587,0.062567714,0.103466956,0.002979415,0.071505959,0.006229686,0.130823402,0.015438787,0.072860238,0.101570964,0.001083424,6.913455468,0.003806417
39540,"Racine, WI Metro Area",72057,15163,20973,82057,195041,3976,2013,0.000754527,0.001257545,0.000754527,0.102364185,0.078219316,0.049798793,0.147132797,0.039486922,0.010814889,0.057595573,0.023138833,0.077967807,0.004527163,0.049044266,0.011317907,0.116448692,0.01861167,0.09834004,0.111167002,0.001257545,10.52609451,-0.012664515
39580,"Raleigh, NC Metro Area",449589,113409,157896,487363,1214516,30006,2013,0.001766313,0.000666533,0.002466173,0.097813771,0.024495101,0.051389722,0.128340998,0.018496301,0.019796041,0.058521629,0.049023529,0.159868026,0.009431447,0.067719789,0.015796841,0.102012931,0.014797041,0.082150237,0.093747917,0.00169966,11.79046633,Nan
39660,"Rapid City, SD Metro Area",55969,12630,17876,61541,141324,4631,2013,0.004318722,0.003670913,0.00496653,0.130425394,0.035197582,0.041027856,0.152450875,0.0418916,0.015115526,0.057223062,0.045994386,0.082055712,0.005614338,0.04793781,0.010796804,0.08874973,0.03087886,0.103865256,0.096739365,0.00107968,8.56563641,0.010914647
39740,"Reading, PA Metro Area",153271,41750,40430,164253,413521,8246,2013,0.001819064,0.00133398,0.002910502,0.10029105,0.059544021,0.05141887,0.152195004,0.029226292,0.013097259,0.056876061,0.029590104,0.085253456,0.005699733,0.055905894,0.009459132,0.099684696,0.017341741,0.092772253,0.135217075,0.000363813,11.49434974,0
39820,"Redding, CA Metro Area",69729,16601,27048,77533,178980,4126,2013,0.007755696,0.000969462,0.004362579,0.102762967,0.032476975,0.04241396,0.155356277,0.029326224,0.014541929,0.05962191,0.050412021,0.086282113,0.003393117,0.045807077,0.010421716,0.150993698,0.014299564,0.09185652,0.094764905,0.002181289,6.853419376,-0.016213639
39900,"Reno, NV Metro Area",166432,43012,72738,187156,439047,11558,2013,0.000865202,0.004672089,0.001643883,0.087558401,0.03780931,0.055718983,0.126319432,0.031925939,0.019034435,0.062207994,0.057795466,0.141979581,0.007700294,0.068783527,0.012112822,0.102180308,0.018515314,0.085568437,0.07605122,0.001557363,9.76520737,Nan
40060,"Richmond, VA Metro Area",467399,119461,167871,512757,1248513,30366,2013,0.002272278,0.000955015,0.002206415,0.105512745,0.02792597,0.054205361,0.137884476,0.02562076,0.017256142,0.068695251,0.043601396,0.117335178,0.008529276,0.05670816,0.013534875,0.103701508,0.01574129,0.084535336,0.112428374,0.001350194,11.4612503,0.00736465
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1297675,482928,493905,1514353,4380878,67199,2013,0.001220256,0.000788702,0.002321463,0.101400318,0.048289409,0.068438518,0.145746216,0.038095805,0.011741246,0.049554309,0.055357967,0.086548907,0.004985193,0.053408533,0.011845414,0.120582152,0.01267876,0.099078855,0.086667956,0.001250019,11.56926648,0.009357727
40220,"Roanoke, VA Metro Area",128318,26837,39217,143739,311607,8107,2013,0.002837054,0.000740101,0.002343654,0.101763908,0.037005057,0.061798446,0.150980634,0.027877143,0.016282225,0.070309609,0.045516221,0.096213149,0.008634513,0.050203528,0.010731467,0.0968299,0.014925373,0.080917725,0.123226841,0.000863451,9.93093865,-0.001231982
40340,"Rochester, MN Metro Area",82956,16055,19511,88992,211853,5095,2013,0.0047105,0.000981354,0.001570167,0.123454367,0.036506379,0.040431796,0.158979392,0.039450442,0.016486752,0.060255152,0.038665358,0.073994112,0.002747792,0.043964671,0.012561335,0.108734053,0.020215898,0.096368989,0.117762512,0.002158979,9.619500314,0.002360811
40380,"Rochester, NY Metro Area",425603,117812,139193,469247,1083278,24471,2013,0.001225941,0.000939888,0.0013894,0.100568019,0.053696212,0.0532467,0.145069674,0.021372237,0.019288137,0.053982265,0.043439173,0.101589637,0.006334028,0.055126476,0.014711291,0.107433288,0.020064566,0.100363696,0.099056025,0.001103347,9.343903412,0.004185646
40420,"Rockford, IL Metro Area",131292,31764,41051,145360,344623,7328,2013,0.00095524,0.001774017,0.001364629,0.084334061,0.092521834,0.058406114,0.146834061,0.032478166,0.013919214,0.066184498,0.030158297,0.089246725,0.004366812,0.05635917,0.010917031,0.099481441,0.013919214,0.086926856,0.10889738,0.00095524,9.264921378,-0.01213265
40580,"Rocky Mount, NC Metro Area",58462,13707,21850,66675,150667,2802,2013,0.004639543,0.001427552,0.001070664,0.088508208,0.044254104,0.048893647,0.195931478,0.027480371,0.016773733,0.064239829,0.041755889,0.064596717,0.010706638,0.045681656,0.008208423,0.119914347,0.01034975,0.087794433,0.11598858,0.00178444,8.910079845,-0.031120332
40660,"Rome, GA Metro Area",33099,10807,14520,40326,95821,1950,2013,0.004102564,0.001025641,0.005641026,0.045128205,0.05025641,0.044615385,0.195897436,0.018974359,0.012307692,0.068717949,0.038461538,0.096923077,0.005128205,0.040512821,0.011794872,0.147692308,0.011794872,0.101538462,0.098461538,0.001025641,7.957963286,0.00308642
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",792639,228314,334477,878895,2215770,45392,2013,0.001850546,0.00070497,0.001079485,0.100326049,0.029013923,0.045514628,0.126167607,0.022823405,0.016787099,0.0680957,0.061398484,0.130904124,0.006124427,0.055296087,0.015663553,0.115350723,0.013394431,0.093584773,0.094157561,0.001762425,10.25892353,Nan
